file,theorem,kind,n_lemmas,axis1,axis2,verified,lemmas
cohen_cs7__lemma_C_faithful_printable,_tactus_precondition_cohen_cs7.lemma_C_faithful_printable_at_cohen_cs7_294_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
cohen_cs7__lemma_C_faithful_printable,_tactus_precondition_cohen_cs7.lemma_C_faithful_printable_at_cohen_cs7_295_5_6,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
cohen_cs7__lemma_h3_upto_gens_match,_tactus_postcondition_cohen_cs7.lemma_h3_upto_gens_match_at_cohen_cs7_64_9_4,postcondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Nat.add_left_cancel_iff
cohen_layer05__lemma_c0_embeds_in_c_iff,_tactus_postcondition_cohen_layer05.lemma_c0_embeds_in_c_iff_at_cohen_layer05_806_9_10,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
cohen_layer05__lemma_c0_embeds_in_c_iff,_tactus_postcondition_cohen_layer05.lemma_c0_embeds_in_c_iff_at_cohen_layer05_806_9_5,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
cohen_layer05__lemma_c0_embeds_in_c_iff,_tactus_postcondition_cohen_layer05.lemma_c0_embeds_in_c_iff_at_cohen_layer05_806_9_6,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_true_eq_false
cohen_layer05__lemma_c0_embeds_in_c_iff,_tactus_postcondition_cohen_layer05.lemma_c0_embeds_in_c_iff_at_cohen_layer05_806_9_9,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
cohen_layer05__lemma_c0_embeds_in_c_iff,_tactus_precondition_cohen_layer05.lemma_c0_embeds_in_c_iff_at_cohen_layer05_809_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
cohen_layer05__lemma_c0_embeds_in_c_iff,_tactus_precondition_cohen_layer05.lemma_c0_embeds_in_c_iff_at_cohen_layer05_812_9_4,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
cohen_layer05__lemma_c0_embeds_in_c_iff,_tactus_precondition_cohen_layer05.lemma_c0_embeds_in_c_iff_at_cohen_layer05_812_9_8,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
cohen_retraction__lemma_config_word_no_c,_tactus_postcondition_cohen_retraction.lemma_config_word_no_c_at_cohen_retraction_161_9_7,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
cohen_retraction__lemma_config_word_no_c,_tactus_precondition_cohen_retraction.lemma_config_word_no_c_at_cohen_retraction_166_5_4,precondition,14,DERIVABLE,REWRITE-CLOSURE(core-extended)+omega,omega-tail,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;forall_const;Int.ofNat_zero_le
cohen_retraction__lemma_config_word_no_c,_tactus_precondition_cohen_retraction.lemma_config_word_no_c_at_cohen_retraction_167_5_6,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_assoc_lhs,_tactus_postcondition_coset_group.lemma_assoc_lhs_at_coset_group_525_9_7,postcondition,14,GOAL-SPECIFIC,REWRITE-CLOSURE(goal-specific),yes,and_imp;lib.option.Option.isSome;lib.option.Option.Some_val0;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_assoc_lhs,_tactus_postcondition_coset_group.lemma_assoc_lhs_at_coset_group_526_9_8,postcondition,14,GOAL-SPECIFIC,REWRITE-CLOSURE(goal-specific),yes,and_imp;lib.option.Option.isSome;lib.option.Option.Some_val0;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_assoc_lhs,_tactus_postcondition_coset_group.lemma_assoc_lhs_at_coset_group_527_9_9,postcondition,14,GOAL-SPECIFIC,REWRITE-CLOSURE(goal-specific),yes,and_imp;lib.option.Option.isSome;lib.option.Option.Some_val0;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_assoc_lhs,_tactus_precondition_coset_group.lemma_assoc_lhs_at_coset_group_530_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_assoc_lhs,_tactus_precondition_coset_group.lemma_assoc_lhs_at_coset_group_532_5_4,precondition,14,GOAL-SPECIFIC,REWRITE-CLOSURE(goal-specific),yes,and_imp;lib.option.Option.isSome;lib.option.Option.Some_val0;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_assoc_lhs,_tactus_precondition_coset_group.lemma_assoc_lhs_at_coset_group_533_5_6,precondition,14,GOAL-SPECIFIC,REWRITE-CLOSURE(goal-specific),yes,and_imp;lib.option.Option.isSome;lib.option.Option.Some_val0;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_assoc_trace_chain,_tactus_precondition_coset_group.lemma_assoc_trace_chain_at_coset_group_511_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_coset_mul_well_defined,_tactus_precondition_coset_group.lemma_coset_mul_well_defined_at_coset_group_375_5_2,precondition,15,DERIVABLE,REWRITE-CLOSURE(core-extended)+omega,omega-tail,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;gt_iff_lt;and_true;Int.ofNat_zero_le
coset_group__lemma_coset_mul_well_defined,_tactus_precondition_coset_group.lemma_coset_mul_well_defined_at_coset_group_377_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_inv_word_traceable,_tactus_precondition_coset_group.lemma_inv_word_traceable_at_coset_group_652_5_2,precondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,gt_iff_lt;and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_inv_word_traceable,_tactus_precondition_coset_group.lemma_inv_word_traceable_at_coset_group_653_5_4,precondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,gt_iff_lt;and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_inv_word_traceable,_tactus_precondition_coset_group.lemma_inv_word_traceable_at_coset_group_654_5_6,precondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,gt_iff_lt;and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_same_coset_same_trace,_tactus_precondition_coset_group.lemma_same_coset_same_trace_at_coset_group_637_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_trace_inv_rep_to_zero,_tactus_postcondition_coset_group.lemma_trace_inv_rep_to_zero_at_coset_group_611_9_3,postcondition,13,GOAL-SPECIFIC,REWRITE-CLOSURE(goal-specific),yes,and_imp;lib.option.Option.Some_val0;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
coset_group__lemma_trace_inv_rep_to_zero,_tactus_precondition_coset_group.lemma_trace_inv_rep_to_zero_at_coset_group_613_5_2,precondition,16,GOAL-SPECIFIC,REWRITE-CLOSURE(goal-specific)+omega,omega-tail,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;lib.option.Option.isSome;and_true;gt_iff_lt;Int.ofNat_zero_le
f_free__lemma_tx_free_in_g_m,_tactus_precondition_f_free.lemma_tx_free_in_g_m_at_f_free_251_5_2,precondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Nat.reduceLeDiff
f_free__lemma_tx_free_in_g_m,_tactus_precondition_f_free.lemma_tx_free_in_g_m_at_f_free_253_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
f_free__lemma_tx_free_in_g_m,_tactus_precondition_f_free.lemma_tx_free_in_g_m_at_f_free_255_5_6,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
f_free_tower__lemma_txbd_family_layout,_tactus_postcondition_f_free_tower.lemma_txbd_family_layout_at_f_free_tower_250_9_2,postcondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Nat.add_left_cancel_iff
higman_consequences__lemma_bm_in_h3,_tactus_postcondition_higman_consequences.lemma_bm_in_h3_at_higman_consequences_1385_13_8,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
higman_consequences__lemma_bm_in_h3,_tactus_precondition_higman_consequences.lemma_bm_in_h3_at_higman_consequences_1389_5_3,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
higman_consequences__lemma_bm_in_h3,_tactus_precondition_higman_consequences.lemma_bm_in_h3_at_higman_consequences_1390_5_5,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
higman_consequences__lemma_bm_in_h3,_tactus_precondition_higman_consequences.lemma_bm_in_h3_at_higman_consequences_1391_5_7,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
higman_consequences__lemma_h3_upto_in_h3,_tactus_postcondition_higman_consequences.lemma_h3_upto_in_h3_at_higman_consequences_516_9_5,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
higman_consequences__lemma_h3_upto_in_h3,_tactus_precondition_higman_consequences.lemma_h3_upto_in_h3_at_higman_consequences_518_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
higman_consequences__lemma_h3_upto_in_h3,_tactus_precondition_higman_consequences.lemma_h3_upto_in_h3_at_higman_consequences_519_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
higman_consequences__lemma_h3_upto_top_in_h3,_tactus_postcondition_higman_consequences.lemma_h3_upto_top_in_h3_at_higman_consequences_500_9_4,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
higman_consequences__lemma_h3_upto_top_in_h3,_tactus_precondition_higman_consequences.lemma_h3_upto_top_in_h3_at_higman_consequences_507_5_3,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
ii_subset__lemma_residue_shift_x,_tactus_postcondition_ii_subset.lemma_residue_shift_x_at_ii_subset_874_9_7,postcondition,17,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,gt_iff_lt;and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Int.add_emod_left;Int.zero_sub;Int.neg_add_emod_self;imp_self
ii_subset__lemma_residue_shift_x,_tactus_postcondition_ii_subset.lemma_residue_shift_x_at_ii_subset_875_9_8,postcondition,17,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,gt_iff_lt;and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Int.add_emod_left;Int.zero_sub;Int.neg_add_emod_self;imp_self
m0_token__lemma_m0,_tactus_postcondition_m0_token.lemma_m0_at_m0_token_719_13_10,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
m0_token__lemma_m0,_tactus_postcondition_m0_token.lemma_m0_at_m0_token_719_13_5,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
m0_token__lemma_m0,_tactus_postcondition_m0_token.lemma_m0_at_m0_token_719_13_6,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_true_eq_false
m0_token__lemma_m0,_tactus_postcondition_m0_token.lemma_m0_at_m0_token_719_13_9,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
m0_token__lemma_m0,_tactus_precondition_m0_token.lemma_m0_at_m0_token_722_52_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
m0_token__lemma_m0,_tactus_precondition_m0_token.lemma_m0_at_m0_token_723_78_4,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
m0_token__lemma_m0,_tactus_precondition_m0_token.lemma_m0_at_m0_token_723_78_8,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
machine_group__lemma_equiv_in_A_preserves_gexp,_tactus_precondition_machine_group.lemma_equiv_in_A_preserves_gexp_at_machine_group_3022_5_3,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
machine_group__lemma_no_pinch_stable_nontrivial,_tactus_assert_machine_group.lemma_no_pinch_stable_nontrivial_at_machine_group_4446_16_3,assert,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
machine_group__lemma_no_pinch_stable_nontrivial,_tactus_postcondition_machine_group.lemma_no_pinch_stable_nontrivial_at_machine_group_4442_9_4,postcondition,14,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_true_eq_false;imp_self
machine_group__lemma_no_pinch_stable_nontrivial,_tactus_postcondition_machine_group.lemma_no_pinch_stable_nontrivial_at_machine_group_4442_9_5,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_false_eq_true
machine_group__lemma_no_pinch_stable_nontrivial,_tactus_precondition_machine_group.lemma_no_pinch_stable_nontrivial_at_machine_group_4445_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
miller_collapse_inject__lemma_mcw_valid_local,_tactus_postcondition_miller_collapse_inject.lemma_mcw_valid_local_at_miller_collapse_inject_552_13_3,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
miller_collapse_limit__lemma_emb_c_index,_tactus_postcondition_miller_collapse_limit.lemma_emb_c_index_at_miller_collapse_limit_265_9_5,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
miller_collapse_limit__lemma_limit_commutation,_tactus_postcondition_miller_collapse_limit.lemma_limit_commutation_at_miller_collapse_limit_771_9_10,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
miller_collapse_limit__lemma_limit_commutation,_tactus_postcondition_miller_collapse_limit.lemma_limit_commutation_at_miller_collapse_limit_771_9_5,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
miller_collapse_limit__lemma_limit_commutation,_tactus_postcondition_miller_collapse_limit.lemma_limit_commutation_at_miller_collapse_limit_771_9_6,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_true_eq_false
miller_collapse_limit__lemma_limit_commutation,_tactus_postcondition_miller_collapse_limit.lemma_limit_commutation_at_miller_collapse_limit_771_9_9,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
miller_collapse_limit__lemma_limit_commutation,_tactus_precondition_miller_collapse_limit.lemma_limit_commutation_at_miller_collapse_limit_776_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
miller_collapse_limit__lemma_limit_commutation,_tactus_precondition_miller_collapse_limit.lemma_limit_commutation_at_miller_collapse_limit_780_9_4,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
miller_collapse_limit__lemma_limit_commutation,_tactus_precondition_miller_collapse_limit.lemma_limit_commutation_at_miller_collapse_limit_780_9_8,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_a_rcoset_rep_idempotent,_tactus_precondition_normal_form_afp_textbook.lemma_a_rcoset_rep_idempotent_at_normal_form_afp_textbook_9909_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_a_rcoset_rep_idempotent,_tactus_precondition_normal_form_afp_textbook.lemma_a_rcoset_rep_idempotent_at_normal_form_afp_textbook_9910_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_a_rcoset_rep_idempotent,_tactus_precondition_normal_form_afp_textbook.lemma_a_rcoset_rep_idempotent_at_normal_form_afp_textbook_9911_5_6,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_act_sym_preserves_canonical,_tactus_postcondition_normal_form_afp_textbook.lemma_act_sym_preserves_canonical_at_normal_form_afp_textbook_5963_9_3,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_act_sym_preserves_canonical,_tactus_postcondition_normal_form_afp_textbook.lemma_act_sym_preserves_canonical_at_normal_form_afp_textbook_5963_9_6,postcondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Nat.not_lt
